text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,tokens,token_count
"despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,2016-05-15 22:30:00,LostInDarkness,Instagram, #Despair #EndlessDarkness               ,28.0,55.0,Australia,2016,5,15,22,"['despair', 'clouds', 'the', 'mind', 'feeling', 'adrift', 'in', 'an', 'endless', 'sea', 'of', 'darkness']",12
"shattered by betrayal, trust crumbles like fragile glass.",Betrayal,2018-09-10 13:15:00,BrokenTrust,Twitter, #Betrayal #ShatteredTrust               ,22.0,45.0,Germany,2018,9,10,13,"['shattered', 'by', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']",8
"aching heart, the symphony of pain plays in the silence of solitude.",Suffering,2022-03-20 19:30:00,SilentSufferer,Facebook, #Suffering #HeartacheSymphony          ,25.0,50.0,Brazil,2022,3,20,19,"['aching', 'heart', 'the', 'symphony', 'of', 'pain', 'plays', 'in', 'the', 'silence', 'of', 'solitude']",12
"emotional storm, a whirlwind of sadness engulfs every thought.",Emotionalstorm,2017-07-18 17:45:00,StormyFeelings,Instagram, #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0,India,2017,7,18,17,"['emotional', 'storm', 'a', 'whirlwind', 'of', 'sadness', 'engulfs', 'every', 'thought']",9
"haunted by regrets, the ghost of the past lingers relentlessly.",Regret,2018-12-15 10:00:00,LingeringGhost,Twitter, #Regret #HauntedPast                    ,18.0,35.0,France,2018,12,15,10,"['haunted', 'by', 'regrets', 'the', 'ghost', 'of', 'the', 'past', 'lingers', 'relentlessly']",10
"torn apart by grief, the echoes of loss reverberate through the soul.",Grief,2015-06-28 21:15:00,EchoesOfLoss,Facebook, #Grief #TornApart                       ,28.0,55.0,Italy,2015,6,28,21,"['torn', 'apart', 'by', 'grief', 'the', 'echoes', 'of', 'loss', 'reverberate', 'through', 'the', 'soul']",12
"isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,2020-04-02 14:20:00,WinterOfEmotions,Instagram, #Isolation #EmotionalWinter            ,35.0,70.0,Japan,2020,4,2,14,"['isolation', 'deepens', 'an', 'emotional', 'winter', 'where', 'warmth', 'is', 'but', 'a', 'distant', 'memory']",12
"soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,2019-10-08 18:30:00,ShatteredHopes,Twitter, #Disappointment #CrushedHopes          ,20.0,40.0,Spain,2019,10,8,18,"['soulcrushing', 'disappointment', 'hopes', 'shattered', 'like', 'fragile', 'glass']",7
"painful echoes of a love once cherished, now lost in the abyss of time.",Lostlove,2016-11-22 09:45:00,AbyssOfTime,Facebook, #LostLove #PainfulEchoes               ,22.0,45.0,Netherlands,2016,11,22,9,"['painful', 'echoes', 'of', 'a', 'love', 'once', 'cherished', 'now', 'lost', 'in', 'the', 'abyss', 'of', 'time']",14
"heartache deepens, a solitary journey through the abyss of despair.",Despair,2022-08-18 22:00:00,SolitaryDescent,Instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,South Africa,2022,8,18,22,"['heartache', 'deepens', 'a', 'solitary', 'journey', 'through', 'the', 'abyss', 'of', 'despair']",10
"melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter, #Melancholy #QuietSerenade             ,18.0,35.0,UK,2017,3,12,23,"['melancholy', 'lingers', 'a', 'bittersweet', 'serenade', 'in', 'the', 'quietude', 'of', 'solitude']",10
"bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,2015-12-15 16:15:00,PoisonedHeart,Facebook, #Bitterness #WoundedHeart              ,25.0,50.0,Australia,2015,12,15,16,"['bitterness', 'like', 'a', 'poison', 'seeping', 'into', 'every', 'crevice', 'of', 'the', 'wounded', 'heart']",12
"emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,2021-09-05 13:30:00,WearySoulCrushed,Instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,Canada,2021,9,5,13,"['emotional', 'exhaustion', 'the', 'weight', 'of', 'the', 'world', 'crushing', 'weary', 'shoulders']",10
"sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,2018-05-22 20:45:00,StringsOfSorrow,Twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,Germany,2018,5,22,20,"['sorrowful', 'echoes', 'a', 'symphony', 'of', 'pain', 'played', 'by', 'the', 'strings', 'of', 'loss']",12
"darkness descends, engulfing the soul in the shadows of despair.",Darkness,2016-07-10 18:20:00,SoulInShadow,Facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,USA,2016,7,10,18,"['darkness', 'descends', 'engulfing', 'the', 'soul', 'in', 'the', 'shadows', 'of', 'despair']",10
"desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,2019-04-30 14:00:00,WhisperedDespair,Instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,France,2019,4,30,14,"['desperation', 'whispers', 'the', 'silent', 'plea', 'for', 'a', 'glimmer', 'of', 'hope', 'in', 'the', 'abyss']",13
"heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,2022-01-08 11:30:00,DreamsInWind,Twitter, #Ruins #ShatteredDreams                ,20.0,40.0,Brazil,2022,1,8,11,"['heart', 'in', 'ruins', 'the', 'remnants', 'of', 'shattered', 'dreams', 'scattered', 'in', 'the', 'wind']",12
"shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,2017-09-10 19:15:00,DreamEchoes,Twitter, #Desolation #ScatteredHope ,20.0,40.0,Australia,2017,9,10,19,"['shattered', 'by', 'the', 'echoes', 'of', 'a', 'shattered', 'dream', 'fragments', 'of', 'hope', 'scattered']",12
"avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,2022-04-18 11:30:00,RemorseWalker,Instagram, #Regret #PathOfRemorse ,25.0,50.0,Canada,2022,4,18,11,"['avoiding', 'the', 'thorns', 'of', 'regret', 'walking', 'barefoot', 'on', 'the', 'path', 'of', 'remorse']",12
"in the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,2018-12-05 21:45:00,JoyLabyrinth,Facebook, #Grief #LostJoyFootsteps ,18.0,35.0,USA,2018,12,5,21,"['in', 'the', 'labyrinth', 'of', 'grief', 'the', 'walls', 'echo', 'with', 'the', 'footsteps', 'of', 'lost', 'joy']",14
"a soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,2016-06-28 14:20:00,SolitudeSeas,Twitter, #Loneliness #CrashingWaves ,22.0,45.0,UK,2016,6,28,14,"['a', 'soul', 'adrift', 'in', 'the', 'sea', 'of', 'solitude', 'waves', 'of', 'loneliness', 'crashing', 'relentlessly']",13
"the bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,2019-10-22 17:00:00,PalateStainer,Instagram, #Bitterness #StainedTrust ,15.0,30.0,Germany,2019,10,22,17,"['the', 'bitterness', 'of', 'betrayal', 'a', 'taste', 'that', 'lingers', 'staining', 'the', 'palate', 'of', 'trust']",13
"in the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,2021-03-15 22:45:00,HopeRuins,Facebook, #Desolation #WhisperedLoss ,28.0,55.0,Brazil,2021,3,15,22,"['in', 'the', 'ruins', 'of', 'hope', 'echoes', 'of', 'shattered', 'dreams', 'whisper', 'tales', 'of', 'loss']",13
"sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,2017-08-10 19:30:00,OceanSinker,Twitter, #Heartbreak #RippleOfDespair ,22.0,45.0,France,2017,8,10,19,"['sinking', 'like', 'a', 'stone', 'in', 'the', 'ocean', 'of', 'heartbreak', 'each', 'ripple', 'a', 'sigh', 'of', 'despair']",15
"tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,2023-01-28 14:30:00,InkJournalist,Instagram, #Grief #SilentTears ,30.0,60.0,India,2023,1,28,14,"['tears', 'the', 'ink', 'staining', 'the', 'pages', 'of', 'a', 'journal', 'a', 'testament', 'to', 'silent', 'grief']",14
"in the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,2016-12-12 10:00:00,TrustWasteland,Facebook, #Betrayal #ReverberatingPromises ,25.0,50.0,Italy,2016,12,12,10,"['in', 'the', 'wasteland', 'of', 'lost', 'trust', 'the', 'echoes', 'of', 'broken', 'promises', 'reverberate']",12
"avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,2020-07-18 15:15:00,DreamTightrope,Twitter, #Resilience #TightropeWalk ,35.0,70.0,Japan,2020,7,18,15,"['avoiding', 'the', 'shards', 'of', 'shattered', 'dreams', 'walking', 'the', 'tightrope', 'of', 'resilience']",11
"suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,2022-05-20 20:30:00,EchoedLaughter,Instagram, #Isolation #SilentSolitude ,30.0,60.0,South Africa,2022,5,20,20,"['suffocating', 'in', 'the', 'silence', 'of', 'solitude', 'where', 'echoes', 'of', 'laughter', 'once', 'thrived']",12
"haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,2019-11-08 14:45:00,PossibilityGhost,Twitter, #Regret #FadingPossibilities ,18.0,35.0,Spain,2019,11,8,14,"['haunted', 'by', 'the', 'specter', 'of', 'lost', 'possibilities', 'a', 'ghost', 'that', 'refuses', 'to', 'fade', 'away']",14
"in the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,2017-03-28 22:00:00,EndlessLabyrinth,Facebook, #Despair #EndlessReverberation ,28.0,55.0,Australia,2017,3,28,22,"['in', 'the', 'labyrinth', 'of', 'despair', 'the', 'echoes', 'of', 'a', 'broken', 'heart', 'reverberate', 'endlessly']",13
"sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,2020-09-15 18:15:00,RiverOfSorrow,Instagram, #Sorrow #AutumnLeaves ,22.0,45.0,Canada,2020,9,15,18,"['sinking', 'like', 'autumn', 'leaves', 'in', 'the', 'river', 'of', 'sorrow', 'carried', 'away', 'by', 'the', 'current']",14
"in the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,2018-06-10 13:30:00,DreamGardener,Twitter, #Desolation #ShatteredHopes ,20.0,40.0,UK,2018,6,10,13,"['in', 'the', 'garden', 'of', 'broken', 'dreams', 'petals', 'fall', 'a', 'silent', 'testimony', 'to', 'shattered', 'hopes']",14
"tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,2016-12-22 21:45:00,CurrencyOfTears,Facebook, #Grief #LostLoveLonging ,25.0,50.0,USA,2016,12,22,21,"['tears', 'the', 'currency', 'of', 'grief', 'spent', 'in', 'the', 'marketplace', 'of', 'lost', 'love', 'and', 'longing']",14
"wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,2021-01-05 16:20:00,MazeWanderer,Instagram, #Betrayal #ClosingWalls ,15.0,30.0,Germany,2021,1,5,16,"['wandering', 'in', 'the', 'maze', 'of', 'betrayal', 'the', 'walls', 'closing', 'in', 'with', 'every', 'wrong', 'turn']",14
"a soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,2019-04-18 11:00:00,StormSeeker,Twitter, #Heartbreak #CalmAfterStorm ,22.0,45.0,Brazil,2019,4,18,11,"['a', 'soul', 'weathered', 'by', 'the', 'storm', 'of', 'heartbreak', 'seeking', 'refuge', 'in', 'the', 'calm', 'after']",14
"in the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,2017-08-28 19:30:00,TapestrySorrow,Facebook, #Despair #UnraveledHope ,18.0,35.0,India,2017,8,28,19,"['in', 'the', 'tapestry', 'of', 'despair', 'threads', 'of', 'hope', 'unravel', 'leaving', 'a', 'portrait', 'of', 'sorrow']",14
"like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,2023-02-10 14:30:00,WitheredRose,Instagram, #Loss #SilentSurrender ,28.0,55.0,France,2023,2,10,14,"['like', 'a', 'withered', 'rose', 'in', 'the', 'garden', 'of', 'love', 'petals', 'fall', 'a', 'silent', 'surrender', 'to', 'time']",16
"in the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,2022-07-10 22:15:00,LoveSongEcho,Instagram, #Heartache #LoveSongLonging ,30.0,60.0,Japan,2022,7,10,22,"['in', 'the', 'void', 'of', 'heartache', 'echoes', 'of', 'a', 'love', 'song', 'play', 'each', 'note', 'a', 'pang', 'of', 'longing']",17
"nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,2019-05-15 21:30:00,MoonlitMemories,Twitter, #Nostalgia #CherishedMemories ,18.0,35.0,Italy,2019,5,15,21,"['nostalgia', 'a', 'bittersweet', 'dance', 'in', 'the', 'moonlit', 'ballroom', 'of', 'cherished', 'memories']",11
"in the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,2018-11-28 14:00:00,SymphonyOfTears,Facebook, #Grief #MelancholicMelody ,22.0,45.0,Germany,2018,11,28,14,"['in', 'the', 'symphony', 'of', 'grief', 'each', 'tear', 'is', 'a', 'note', 'composing', 'a', 'melancholic', 'melody']",14
"betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,2021-03-02 17:45:00,VenomousGarden,Instagram, #Betrayal #PoisonedTrust ,25.0,50.0,Canada,2021,3,2,17,"['betrayal', 'a', 'venomous', 'serpent', 'slithering', 'through', 'the', 'garden', 'of', 'trust', 'poisoning', 'roots']",12
"sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,2016-10-18 19:30:00,QuicksandFighter,Twitter, #Despair #DeepDescent ,20.0,40.0,USA,2016,10,18,19,"['sinking', 'in', 'the', 'quicksand', 'of', 'despair', 'the', 'harder', 'you', 'fight', 'the', 'deeper', 'you', 'descend']",14
"wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,2020-08-15 12:30:00,DreamCemetery,Facebook, #Desolation #UntoldSorrows ,28.0,55.0,France,2020,8,15,12,"['wandering', 'through', 'the', 'cemetery', 'of', 'lost', 'dreams', 'tombstones', 'marking', 'untold', 'sorrows']",11
"swept away by the river of regret, the currents of the past refusing to release.",Regret,2017-04-28 16:20:00,RegretRiver,Instagram, #Regret #PastCurrents ,18.0,35.0,UK,2017,4,28,16,"['swept', 'away', 'by', 'the', 'river', 'of', 'regret', 'the', 'currents', 'of', 'the', 'past', 'refusing', 'to', 'release']",15
"whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,2019-09-10 21:00:00,HeartAttic,Twitter, #Loss #ForgottenLove ,22.0,45.0,Australia,2019,9,10,21,"['whispers', 'of', 'lost', 'love', 'linger', 'in', 'the', 'attic', 'of', 'the', 'heart', 'forgotten', 'but', 'not', 'erased']",15
"in the gallery of broken promises, each shattered vow framed, a painful exhibition.",Betrayal,2022-01-28 13:45:00,PromiseGallery,Facebook, #Betrayal #ShatteredVows ,15.0,30.0,Brazil,2022,1,28,13,"['in', 'the', 'gallery', 'of', 'broken', 'promises', 'each', 'shattered', 'vow', 'framed', 'a', 'painful', 'exhibition']",13
"the echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,2016-06-15 22:30:00,EchoedConversation,Instagram, #Solitude #ShadowConversation ,30.0,60.0,Spain,2016,6,15,22,"['the', 'echoes', 'of', 'solitude', 'a', 'silent', 'conversation', 'between', 'a', 'soul', 'and', 'its', 'shadows']",13
"dancing on sunshine, each step a celebration of the joy found in simple moments.",Joy,2021-08-20 15:45:00,SunshineDancer,Instagram, #Joy #SimpleMoments ,40.0,80.0,USA,2021,8,20,15,"['dancing', 'on', 'sunshine', 'each', 'step', 'a', 'celebration', 'of', 'the', 'joy', 'found', 'in', 'simple', 'moments']",14
"laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",Happiness,2018-04-12 18:30:00,EchoedLaughter,Twitter, #Happiness #SpiritLifter ,35.0,70.0,Canada,2018,4,12,18,"['laughter', 'echoes', 'in', 'the', 'air', 'a', 'chorus', 'of', 'happiness', 'that', 'lifts', 'the', 'spirit', 'higher']",14
"in the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,2022-02-15 12:20:00,GardenOfJoy,Facebook, #Contentment #InnerPeace ,25.0,50.0,UK,2022,2,15,12,"['in', 'the', 'garden', 'of', 'contentment', 'each', 'bloom', 'whispers', 'tales', 'of', 'inner', 'peace', 'and', 'joy']",14
"chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",Enthusiasm,2019-10-28 14:15:00,DreamChaser,Instagram, #Enthusiasm #HopefulJourney ,30.0,60.0,Australia,2019,10,28,14,"['chasing', 'dreams', 'under', 'the', 'vibrant', 'sky', 'a', 'journey', 'fueled', 'by', 'hope', 'and', 'enthusiasm']",13
"serenading the stars with a heart full of gratitude, a melody of thankfulness.",Gratitude,2017-12-22 21:00:00,StarSerenader,Twitter, #Gratitude #ThankfulMelody ,22.0,45.0,India,2017,12,22,21,"['serenading', 'the', 'stars', 'with', 'a', 'heart', 'full', 'of', 'gratitude', 'a', 'melody', 'of', 'thankfulness']",13
"basking in the glow of accomplishment, each milestone a stepping stone to happiness.",Accomplishment,2020-06-10 17:30:00,GlowAchiever,Facebook, #Accomplishment #HappinessMilestone ,28.0,55.0,Germany,2020,6,10,17,"['basking', 'in', 'the', 'glow', 'of', 'accomplishment', 'each', 'milestone', 'a', 'stepping', 'stone', 'to', 'happiness']",13
"in the dance of positivity, every step is a rhythm, uplifting the soul in harmony.",Positivity,2016-09-18 19:45:00,DanceHarmony,Instagram, #Positivity #SoulUpliftment ,18.0,35.0,France,2016,9,18,19,"['in', 'the', 'dance', 'of', 'positivity', 'every', 'step', 'is', 'a', 'rhythm', 'uplifting', 'the', 'soul', 'in', 'harmony']",15
"overflowing with joy, a cup of laughter shared with friends, a moment cherished.",Joy,2023-03-10 14:30:00,LaughterCup,Twitter, #Joy #CherishedMoment ,20.0,40.0,Japan,2023,3,10,14,"['overflowing', 'with', 'joy', 'a', 'cup', 'of', 'laughter', 'shared', 'with', 'friends', 'a', 'moment', 'cherished']",13
"draped in the warmth of kindness, a quilt of compassion stitched with love.",Kindness,2019-05-05 12:15:00,QuiltedCompassion,Facebook, #Kindness #LoveStitches ,25.0,50.0,Brazil,2019,5,5,12,"['draped', 'in', 'the', 'warmth', 'of', 'kindness', 'a', 'quilt', 'of', 'compassion', 'stitched', 'with', 'love']",13
"in the garden of friendships, each bloom a testament to the beauty of camaraderie.",Friendship,2018-08-28 16:00:00,FriendshipGarden,Instagram, #Friendship #CamaraderieBlooms ,30.0,60.0,South Africa,2018,8,28,16,"['in', 'the', 'garden', 'of', 'friendships', 'each', 'bloom', 'a', 'testament', 'to', 'the', 'beauty', 'of', 'camaraderie']",14
"in the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.",Love,2022-11-15 20:45:00,MelodyOfLove,Twitter, #Love #RhythmOfAffection ,35.0,70.0,USA,2022,11,15,20,"['in', 'the', 'embrace', 'of', 'love', 'each', 'heartbeat', 'is', 'a', 'melody', 'dancing', 'to', 'the', 'rhythm', 'of', 'affection']",16
"surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",Joy,2019-07-02 17:00:00,ColorfulLaughter,Instagram, #Joy #EndlessSmiles ,40.0,80.0,Canada,2019,7,2,17,"['surrounded', 'by', 'the', 'colors', 'of', 'joy', 'a', 'canvas', 'painted', 'with', 'laughter', 'and', 'endless', 'smiles']",14
"in the symphony of excitement, each note is a burst of energy, igniting the soul with fervor.",Excitement,2021-04-18 14:20:00,SymphonyFervor,Facebook, #Excitement #IgnitedSoul ,30.0,60.0,UK,2021,4,18,14,"['in', 'the', 'symphony', 'of', 'excitement', 'each', 'note', 'is', 'a', 'burst', 'of', 'energy', 'igniting', 'the', 'soul', 'with', 'fervor']",17
"a surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",Surprise,2023-02-05 19:30:00,WrappedDelight,Twitter, #Surprise #WonderfulMoment ,25.0,50.0,Australia,2023,2,5,19,"['a', 'surprise', 'gift', 'wrapped', 'in', 'anticipation', 'unfolds', 'a', 'moment', 'of', 'delight', 'and', 'wonder']",13
"lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",Curiosity,2018-09-22 12:45:00,MazeDiscovery,Instagram, #Curiosity #TreasuresOfDiscovery ,22.0,45.0,India,2018,9,22,12,"['lost', 'in', 'the', 'maze', 'of', 'curiosity', 'each', 'twist', 'and', 'turn', 'unveils', 'the', 'treasures', 'of', 'discovery']",15
"floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness.",Gratitude,2016-12-10 21:15:00,CloudsOfBlessings,Facebook, #Gratitude #ShowerOfThankfulness ,28.0,55.0,Germany,2016,12,10,21,"['floating', 'on', 'clouds', 'of', 'gratitude', 'each', 'raindrop', 'a', 'blessing', 'a', 'shower', 'of', 'thankfulness']",13
"like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance.",Inspiration,2020-05-28 16:00:00,CometCreativity,Twitter, #Inspiration #BrilliantTrails ,18.0,35.0,France,2020,5,28,16,"['like', 'a', 'comet', 'of', 'inspiration', 'streaking', 'through', 'the', 'sky', 'of', 'creativity', 'leaving', 'trails', 'of', 'brilliance']",15
"in the celebration of success, fireworks of accomplishment light up the night sky of triumph.",Success,2017-11-15 22:30:00,FireworksTriumph,Instagram, #Success #NightSkyTriumph ,22.0,45.0,Japan,2017,11,15,22,"['in', 'the', 'celebration', 'of', 'success', 'fireworks', 'of', 'accomplishment', 'light', 'up', 'the', 'night', 'sky', 'of', 'triumph']",15
"a symphony of laughter, each note a key to unlocking the door of boundless happiness.",Happiness,2021-08-02 19:00:00,LaughterSymphony,Facebook, #Happiness #BoundlessLaughter ,30.0,60.0,Brazil,2021,8,2,19,"['a', 'symphony', 'of', 'laughter', 'each', 'note', 'a', 'key', 'to', 'unlocking', 'the', 'door', 'of', 'boundless', 'happiness']",15
"in the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",Thrill,2019-03-28 15:30:00,EmotionCarnival,Instagram, #Thrill #WildHeartRide ,35.0,70.0,South Africa,2019,3,28,15,"['in', 'the', 'carnival', 'of', 'emotions', 'the', 'rollercoaster', 'of', 'thrill', 'sends', 'the', 'heart', 'on', 'a', 'wild', 'ride']",16
"standing before the grandeur of the eiffel tower, a moment to reflect on the beauty of parisian dreams.",Reflection,2018-05-12 17:30:00,ParisDreamer,Twitter, #Reflection #ParisianDreams ,28.0,55.0,France,2018,5,12,17,"['standing', 'before', 'the', 'grandeur', 'of', 'the', 'eiffel', 'tower', 'a', 'moment', 'to', 'reflect', 'on', 'the', 'beauty', 'of', 'parisian', 'dreams']",18
"lost in the enchantment of disneyland, each ride a journey into the realm of childhood fantasies.",Enchantment,2022-09-28 15:45:00,DisneylandExplorer,Instagram, #Enchantment #ChildhoodFantasies ,30.0,60.0,USA,2022,9,28,15,"['lost', 'in', 'the', 'enchantment', 'of', 'disneyland', 'each', 'ride', 'a', 'journey', 'into', 'the', 'realm', 'of', 'childhood', 'fantasies']",16
"exploring the wonders of ferrari world, the roar of engines creating a symphony of speed.",Excitement,2019-11-10 14:00:00,FerrariSpeedster,Facebook, #Excitement #SymphonyOfSpeed ,22.0,45.0,Italy,2019,11,10,14,"['exploring', 'the', 'wonders', 'of', 'ferrari', 'world', 'the', 'roar', 'of', 'engines', 'creating', 'a', 'symphony', 'of', 'speed']",15
"amidst the tulip fields of keukenhof, a tapestry of colors that paints the soul with springtime joy.",Joy,2021-04-02 18:20:00,KeukenhofAdventurer,Instagram, #Joy #SpringtimeColors ,35.0,70.0,Netherlands,2021,4,2,18,"['amidst', 'the', 'tulip', 'fields', 'of', 'keukenhof', 'a', 'tapestry', 'of', 'colors', 'that', 'paints', 'the', 'soul', 'with', 'springtime', 'joy']",17
"wandering through the historical streets of kyoto, each step a journey into the heart of japan's traditions.",Exploration,2017-08-22 21:30:00,KyotoAdventurer,Twitter, #Exploration #JapaneseTraditions ,18.0,35.0,Japan,2017,8,22,21,"['wandering', 'through', 'the', 'historical', 'streets', 'of', 'kyoto', 'each', 'step', 'a', 'journey', 'into', 'the', 'heart', 'of', 'japans', 'traditions']",17
"in the embrace of the grand canyon, nature's masterpiece, a moment to marvel at earth's grandeur.",Awe,2020-06-15 16:45:00,CanyonMarveler,Instagram, #Awe #EarthsGrandeur ,25.0,50.0,USA,2020,6,15,16,"['in', 'the', 'embrace', 'of', 'the', 'grand', 'canyon', 'natures', 'masterpiece', 'a', 'moment', 'to', 'marvel', 'at', 'earths', 'grandeur']",16
"journeying through the serenity of santorini, where each sunset paints the sky with hues of tranquility.",Serenity,2016-09-10 19:15:00,SantoriniTraveler,Facebook, #Serenity #SunsetHues ,22.0,45.0,Greece,2016,9,10,19,"['journeying', 'through', 'the', 'serenity', 'of', 'santorini', 'where', 'each', 'sunset', 'paints', 'the', 'sky', 'with', 'hues', 'of', 'tranquility']",16
"amazed by the architectural marvels of petra, each stone telling tales of an ancient civilization.",Amazement,2023-01-28 13:00:00,PetraExplorer,Twitter, #Amazement #AncientTales ,30.0,60.0,Jordan,2023,1,28,13,"['amazed', 'by', 'the', 'architectural', 'marvels', 'of', 'petra', 'each', 'stone', 'telling', 'tales', 'of', 'an', 'ancient', 'civilization']",15
"embarking on a gondola ride in venice, each canal reflecting the romance of this timeless city.",Romance,2019-04-18 16:30:00,VeniceRomantic,Instagram, #Romance #TimelessCity ,20.0,40.0,Italy,2019,4,18,16,"['embarking', 'on', 'a', 'gondola', 'ride', 'in', 'venice', 'each', 'canal', 'reflecting', 'the', 'romance', 'of', 'this', 'timeless', 'city']",16
"at the summit of machu picchu, a breathtaking panorama that whispers the secrets of ancient civilizations.",Awe,2017-11-05 22:00:00,MachuPicchuAdventurer,Facebook, #Awe #AncientCivilizations ,28.0,55.0,Peru,2017,11,5,22,"['at', 'the', 'summit', 'of', 'machu', 'picchu', 'a', 'breathtaking', 'panorama', 'that', 'whispers', 'the', 'secrets', 'of', 'ancient', 'civilizations']",16
"in the heart of new york city, times square dazzles with lights, a vibrant spectacle of urban energy.",Excitement,2022-07-20 21:45:00,TimesSquareExplorer,Instagram, #Excitement #UrbanEnergy ,35.0,70.0,USA,2022,7,20,21,"['in', 'the', 'heart', 'of', 'new', 'york', 'city', 'times', 'square', 'dazzles', 'with', 'lights', 'a', 'vibrant', 'spectacle', 'of', 'urban', 'energy']",18
"captivated by the historical charm of the colosseum, each stone echoing tales of gladiator valor.",Captivation,2018-03-15 17:30:00,ColosseumAdventurer,Twitter, #Captivation #GladiatorTales ,25.0,50.0,Italy,2018,3,15,17,"['captivated', 'by', 'the', 'historical', 'charm', 'of', 'the', 'colosseum', 'each', 'stone', 'echoing', 'tales', 'of', 'gladiator', 'valor']",15
"sailing the azure waters of the maldives, each wave a whisper of serenity in paradise.",Serenity,2019-10-28 14:15:00,MaldivesSailor,Facebook, #Serenity #ParadiseWhispers ,22.0,45.0,Maldives,2019,10,28,14,"['sailing', 'the', 'azure', 'waters', 'of', 'the', 'maldives', 'each', 'wave', 'a', 'whisper', 'of', 'serenity', 'in', 'paradise']",15
"in the midst of the amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders.",Wonder,2021-06-10 16:00:00,AmazonExplorer,Instagram, #Wonder #NatureOrchestra ,30.0,60.0,Brazil,2021,6,10,16,"['in', 'the', 'midst', 'of', 'the', 'amazon', 'rainforest', 'a', 'symphony', 'of', 'wildlife', 'creates', 'an', 'orchestra', 'of', 'natures', 'wonders']",17
"walking the great wall of china, each step a testament to ancient engineering marvels.",Awe,2017-08-18 19:30:00,GreatWallWalker,Twitter, #Awe #EngineeringMarvels ,18.0,35.0,China,2017,8,18,19,"['walking', 'the', 'great', 'wall', 'of', 'china', 'each', 'step', 'a', 'testament', 'to', 'ancient', 'engineering', 'marvels']",14
